subject	phase	exponent_grad	theta_band_power_grad	alpha_band_power_grad	alpha_peak_freq_grad	beta_band_power_grad	beta_peak_freq_grad
CC310414	p2	0.8004954400450492	0.1389244515500977	0.2671923881046673	10.170871536924356	0.2494343411894456	21.8607008774092
CC310463	p2	0.9402961681802592	0.4032991911342784	0.8056619370668814	9.154663124092334	0.4517834369064959	19.6225728635933
CC310473	p2	0.8508505932845383	0.2963649878011631	0.9024428292835192	9.676262072340943	0.4347283171457004	20.066773163231893
CC312058	p2	0.924023584546478	0.2757766691803277	1.0822186683374435	9.78904380065915	0.4647230573204719	18.21653072285484
CC320022	p2	0.7213964992932209	0.2523334558198025	0.3179257488914361	9.777359756994905	0.28758160241776	21.003140013323844
CC320206	p2	0.8451060377772313	0.135699724652012	0.3080749163218889	9.948685375297057	0.4719380651601528	20.39617388452164
CC320218	p2	0.8193011736621352	0.3256423595948943	0.7788672233477294	10.007816440706184	0.4722034561832407	18.371552652672268
CC320321	p2	0.8942186733572465	0.2542708211388558	0.6521580528666365	8.951560405295247	0.4128653688577335	17.603268184879646
CC320342	p2	0.8630420864082327	0.4320181389565351	0.5840442054792478	10.177990453717143	0.3762670970266071	20.01584052800121
CC320359	p2	0.8046837583794851	0.253847862540776	0.7393885143193794	9.519158380990952	0.5888419524167016	19.49690919145195
CC320500	p2	0.8244160968610743	0.1157774617223034	0.3762110024985823	9.89895767858254	0.43269266875208	19.92001094110639
CC320616	p2	0.8939692537054499	0.2452551293286166	0.6805909520872117	10.372212677425413	0.7799491741036633	18.579484839509288
CC320621	p2	0.7763704989187923	0.3761326568685788	1.1406514282177986	9.573478885233982	0.4289974346821685	20.236616747799008
CC320636	p2	1.3104977534975335	0.3464969157059043	0.8948423371577918	8.517369337978318	0.4103255242569589	22.715182326355315
CC320687	p2	0.9366855919539684	1.0167632158200008	1.047496127111502	9.210583500629296	0.4490283731855889	17.866694158533907
CC320888	p2	0.7811412067794512	0.2100282907835395	0.3825578473517045	10.4325665013939	0.5460996377368789	17.531737381011858
CC321137	p2	0.7642986527594796	0.2859481780727281	0.6723223016880326	8.921926906011443	0.4268787021899885	25.43012388616251
CC321428	p2	1.0574835375025178	0.1630611626257568	0.242526753185745	10.12873173017244	0.2111531184807649	20.965000482180677
CC321544	p2	0.8343596891552773	0.3328990321821161	1.2046579101833828	10.18081938289494	0.6308445575423752	15.98443456344804
CC410091	p2	0.8622610978801176	0.3033890606884503	0.5218804868295911	10.333904959703194	0.71882592203369	18.692560305205216
CC410101	p2	0.9504912427287356	0.3106589421885364	1.0707599089570337	9.29258592029029	0.5885644170774291	17.123197296746493
CC410113	p2	1.1357740154150966	0.50894664810317	1.0223723012993688	8.98592389099391	0.6380067667548427	15.461108654902374
CC410129	p2	0.8877564876396528	0.1740775931246204	0.2104096892559514	10.737898866602473	0.2082303903851131	21.924829994085112
